ASZ 		Asirim Airport 	Asirim; Papua New Guinea
-AT-
ATA 	SPHZ 	Comandante FAP German Arias Grazziani Airport 	Huaraz; Peru
ATB 	HSAT 	Atbara Airport 	Atbara; Sudan
ATC 	MYCA 	Arthur's Town Airport 	Arthur's Town; Cat Island; Bahamas
ATD 	AGAT 	Atoifi Airport 	Atoifi; Malaita; Solomon Islands
ATE 		Antlers Municipal Airport (FAA: 80F) 	Antlers; Oklahoma; United States
ATF 	SEAM 	Chachoan Airport 	Ambato; Ecuador
ATG 		Attock Airport 	Attock; Pakistan
ATH 	LGAV 	Athens International Airport
(succeeded Ellinikon International Airport) 	Athens; Greece
ATI 	SUAG 	Artigas International Airport 	Artigas; Uruguay
ATJ 	FMME 	Antsirabe Airport 	Antsirabe; Madagascar
ATK 	PATQ 	Atqasuk Edward Burnell Sr. Memorial Airport 	Atqasuk; Alaska; United States
ATL 	KATL 	Hartsfield–Jackson Atlanta International Airport 	Atlanta; Georgia; United States
ATM 	SBHT 	Altamira Airport 	Altamira; Pará; Brazil
ATN 		Namatanai Airport 	Namatanai; Papua New Guinea
ATO 	KUNI 	Ohio University Airport (Snyder Field) (FAA: UNI) 	Athens/Albany; Ohio; United States
ATP 		Aitape Airstrip 	Aitape; Papua New Guinea
ATQ 	VIAR 	Raja Sansi International Airport 	Amritsar; India
ATR 	GQPA 	Atar International Airport 	Atar; Mauritania
ATS 	KATS 	Artesia Municipal Airport 	Artesia; New Mexico; United States
ATT 		Atmautluak Airport (FAA: 4A2) 	Atmautluak; Alaska; United States
ATU 	PAAT 	Casco Cove Coast Guard Station 	Attu Island; Alaska; United States
ATV 	FTTI 	Ati Airport 	Ati; Chad
ATW 	KATW 	Outagamie County Regional Airport 	Greenville; Wisconsin; United States
ATX 		Atbasar Airport 	Atbasar; Kazakhstan
ATY 	KATY 	Watertown Regional Airport 	Watertown; South Dakota; United States
ATZ 	HEAT 	Assiut Airport 	Assiut; Egypt
-AU-
AUA 	TNCA 	Queen Beatrix International Airport 	Oranjestad; Aruba
AUB 		Itauba Airport 	Itauba; Mato Grosso; Brazil
AUC 	SKUC 	Santiago Pérez Airport 	Arauca; Colombia
AUD 	YAGD 	Augustus Downs Airport 	Augustus Downs; Queensland; Australia
AUE 		Abu Rudeis Airport 	Abu Rudeis; Egypt
AUF 	LFLA 	Auxerre - Branches Aerodrome 	Auxerre; France
AUG 	KAUG 	Augusta State Airport 	Augusta; Maine; United States
AUH 	OMAA 	Abu Dhabi International Airport 	Abu Dhabi; United Arab Emirates
AUI 		Aua Island Airport 	Aua Island; Papua New Guinea
AUJ 		Ambunti Airport 	Ambunti; Papua New Guinea
AUK 		Alakanuk Airport 	Alakanuk; Alaska; United States
AUL 		Aur Airport 	Aur Atoll; Marshall Islands
AUM 	KAUM 	Austin Municipal Airport 	Austin; Minnesota; United States
AUN 	KAUN 	Auburn Municipal Airport 	Auburn; California; United States
AUO 	KAUO 	Auburn-Opelika Robert G. Pitts Airport 	Auburn; Alabama; United States
AUP 		Agaun Airport 	Agaun; Papua New Guinea
AUQ 		Atuona Airport 	Atuona; Marquesas Islands; French Polynesia
AUR 	LFLW 	Aurillac Airport 	Aurillac; France
AUS 	KAUS 	Austin-Bergstrom International Airport 	Austin; Texas; United States
AUT 	WPAT 	Atauro Airport 	Atauro Island; East Timor
AUU 	YAUR 	Aurukun Airport 	Aurukun; Queensland; Australia
AUV 		Aurno Airport 	Aurno; Papua New Guinea
AUW 	KAUW 	Wausau Downtown Airport 	Wausau; Wisconsin; United States
AUX 	SWGN 	Araguaína Airport 	Araguaína; Tocantins; Brazil
AUY 	NVVA 	Anatom Airport 	Anatom; Taféa; Vanuatu
AUZ 	KARR 	Aurora Municipal Airport (FAA: ARR) 	Aurora; Illinois; United States
-AV-
AVB 	LIPA 	Aviano Air Base 	Aviano; Pordenone; Italy
AVF 		Avoriaz Airport 	Avoriaz; France
AVG 	YAUV 	Auvergne Airport 	Auvergne; Northern Territory; Australia
AVI 	MUCA 	Máximo Gómez Airport 	Ciego de Ávila; Cuba
AVK 	ZMAH 	Arvaikheer Airport 	Arvaikheer; Mongolia
AVL 	KAVL 	Asheville Regional Airport 	Fletcher; North Carolina; United States
AVN 	LFMV 	Avignon - Caumont Airport 	Avignon; France
AVO 	KAVO 	Avon Park Executive Airport 	Avon Park; Florida; United States
AVP 	KAVP 	Wilkes-Barre/Scranton International Airport 	Avoca; Pennsylvania; United States
AVU 	AGGJ 	Avu Avu Airport 	Avu Avu; Solomon Islands
AVV 	YMAV 	Avalon Airport 	Avalon; Victoria; Australia
AVW 	KAVQ 	Marana Regional Airport (FAA: AVQ) 	Tucson; Arizona; United States
-AW-
AWA 	HALA 	Awasa Airport 	Awasa; Ethiopia
AWB 		Awaba Airport 	Awaba; Papua New Guinea
AWD 	NVVB 	Aniwa Airport 	Aniwa Island; Taféa; Vanuatu
AWE 		Alowe Airport 	Alowe; Gabon
AWH 		Awareh Airport 	Awareh; Ethiopia
AWK 	PWAK 	Wake Island Airfield 	Wake Island; United States Minor Outlying Islands
AWM 	KAWM 	West Memphis Municipal Airport 	West Memphis; Arkansas; United States
AWN 		Afton Downs Airport 	Afton Downs; South Australia; Australia
AWP 		Austral Downs Airport 	Austral Downs; Northern Territory; Australia
AWR 		Awar Airport 	Awar; Papua New Guinea
AWZ 	OIAW 	Ahwaz Airport 	Ahwaz; Iran
-AX-
AXA 	TQPF 	Wallblake Airport 	The Valley; Anguilla
AXB 		Maxson Airfield (FAA: 89N) 	Alexandria Bay; New York; United States
AXC 	YAMC 	Aramac Airport 	Aramac; Queensland; Australia
AXD 	LGAL 	Dimokritos Airport 	Alexandroupolis; Greece
AXE 		Xanxere Airport 	Xanxerê; Santa Catarina; Brazil
AXG 	KAXA 	Algona Municipal Airport (FAA: AXA) 	Algona; Iowa; United States
AXK 	OYAT 	Ataq Airport 	Ataq; Yemen
AXL 		Alexandria Airport 	Alexandria; Northern Territory; Australia
AXM 	SKAR 	El Edén International Airport 	Armenia; Colombia
AXN 	KAXN 	Chandler Field 	Alexandria; Minnesota; United States
AXP 	MYAP 	Spring Point Airport 	Spring Point; Acklins Island; Bahamas
AXR 	NTGU 	Arutua Airport 	Arutua; Tuamotus; French Polynesia
AXS 	KAXS 	Altus/Quartz Mountain Regional Airport 	Altus; Oklahoma; United States
AXT 	RJSK 	Akita Airport 	Akita; Japan
AXU 	HAAX 	Axum Airport 	Axum; Ethiopia
AXV 	KAXV 	Neil Armstrong Airport 	Wapakoneta; Ohio; United States
AXX 	KAXX 	Angel Fire Airport 	Angel Fire; New Mexico; United States
-AY-
AYA 		Ayapel Airport 	Ayapel; Colombia
AYC 		Ayacucho Airport 	Ayacucho; Peru
AYD 		Alroy Downs Airport 	Alroy Downs; Northern Territory; Australia
AYE 		Moore Army Airfield (Fort Devens) (closed 1995-2000) 	Leominster; Massachusetts; United States
AYG 	SKYA 	Yaguara Airport 	Yaguara; Colombia
AYH 	EGWZ 	RAF Alconbury 	Alconbury; England; United Kingdom
AYI 		Yari Airport 	Yari; Colombia
AYK 	UAUR 	Arkalyk Airport 	Arkalyk; Kazakhstan
AYL 		Anthony Lagoon Airport 	Anthony Lagoon; Northern Territory; Australia
AYN 	ZHAY 	Anyang Airport 	Anyang; Henan; China
AYO 	SGAY 	Juan De Ayolas Airport 	Ayolas; Paraguay
AYP 	SPHO 	Coronel FAP Alfredo Mendivil Duarte Airport 	Ayacucho; Peru
AYQ 	YAYE 	Ayers Rock Airport 	Yulara; Northern Territory; Australia
AYR 	YAYR 	Ayr Airport 	Ayr; Queensland; Australia
AYS 	KAYS 	Waycross-Ware County Airport 	Waycross; Georgia; United States
AYT 	LTAI 	Antalya Airport 	Antalya; Turkey
AYU 		Aiyura Airport 	Aiyura; Papua New Guinea
AYW 		Ayawasi Airport 	Ayawasi; Indonesia
-AZ-
AZA 	KIWA 	Phoenix-Mesa Gateway Airport (FAA: IWA) 	Phoenix; Arizona; United States
AZB 		Amazon Bay Airport 	Amazon Bay; Papua New Guinea
AZD 	OIYY 	Yazd Shahid Sadooghi Airport 	Yazd; Iran
AZG 		Pablo L. Sidar Airport 	Apatzingán; Michoacán; Mexico
AZI 	OMAD 	Bateen Airport 	Abu Dhabi; United Arab Emirates
AZN 	UTKA 	Andizhan Airport 	Andizhan; Uzbekistan
AZO 	KAZO 	Kalamazoo/Battle Creek International Airport 	Kalamazoo/Battle Creek; Michigan; United States
AZP 		Atizapan Airport 	Mexico City; Mexico
AZR 	DAUA 	Touat Cheikh Sidi Mohamed Belkebir Airport 	Adrar; Algeria
AZS 	MDCY 	Samaná El Catey International Airport 	El Catey; Samaná; Dominican Republic
AZT 		Zapatoca Airport 	Zapatoca; Colombia
AZZ 	FNAM 	Ambriz Airport 	Ambriz; Angola
BAA 		Bialla Airport 	Bialla; Papua New Guinea
BAB 	KBAB 	Beale Air Force Base 	Marysville; California; United States
BAC 		Barranca de Upia Airport 	Barranca de Upia; Meta; Colombia
BAD 	KBAD 	Barksdale Air Force Base 	Bossier City; Louisiana; United States
BAE 	LFMR 	Barcelonnette - Saint-Pons Airport 	Barcelonnette / Saint-Pons; Alpes-de-Haute-Provence; France
BAF 	KBAF 	Barnes Municipal Airport 	Westfield / Springfield; Massachusetts; United States
BAG 	RPUB 	Loakan Airport 	Baguio City; Philippines
BAH 	OBBI 	Bahrain International Airport 	Al Muharraq; Bahrain
BAI 	MRBA 	Ministro Pistarini International Airport 	Buenos Aires; Argentina
BAJ 		Bali Airport 	Bali; West New Britain; Papua New Guinea
GYD 	UBBB 	Heydar Aliyev Airport 	Baku; Azerbaijan
BAL 	LTCJ 	Batman Airport 	Batman; Turkey
BAM 	KBAM 	Battle Mountain Airport (Lander County Airport) 	Battle Mountain; Nevada; United States
BAN 	FZVR 	Basongo Airport 	Basongo; Democratic Republic of the Congo
BAO 	VTED 	Udon Air Base 	Ban Mak Khaen; Thailand
BAP 		Baibara Airport 	Baibara; Papua New Guinea
BAQ 	SKBQ 	Ernesto Cortissoz International Airport 	Barranquilla; Colombia
BAR 		Baker Army Airfield (abandoned) 	Baker Island; United States Minor Outlying Islands
BAS 	AGGE 	Ballalae Airport 	Ballalae; Solomon Islands
BAT 	SBBT 	Chafei Amsei Airport 	Barretos; São Paulo; Brazil
BAU 	SBBU 	Bauru Airport 	Bauru; São Paulo; Brazil
BAV 	ZBOW 	Baotou Airport 	Baotou; Inner Mongolia; China
BAW 		Biawonque Airport 	Biawonque; Gabon
BAX 	UNBB 	Barnaul Airport 	Barnaul; Altai Krai; Russia
BAY 	LRBM 	Baia Mare Airport (Tautii-Magheraus Airport) 	Baia Mare; Romania
BAZ 	SWBC 	Barcelos Airport 	Barcelos; Amazonas; Brazil
-BB-
BBA 	SCBA 	Balmaceda Airport (Teniente Vidal Airport) 	Balmaceda; Chile
BBB 	KBBB 	Benson Municipal Airport 	Benson; Minnesota; United States
BBC 	KBYY 	Bay City Municipal Airport (FAA: BYY) 	Bay City; Texas; United States
BBD 	KBBD 	Curtis Field 	Brady; Texas; United States
BBE 		Big Bell Airport 	Big Bell; Western Australia; Australia
BBG 	NGTU 	Butaritari Atoll Airport 	Butaritari Atoll; Kiribati
BBH 	EDBH 	Barth Airport 	Barth; Mecklenburg-Vorpommern; Germany
BBI 	VEBS 	Biju Patnaik Airport 	Bhubaneswar; India
BBJ 	EDRB 	Bitburg Airport (former Bitburg Air Base) 	Bitburg; Rhineland-Palatinate; Germany
BBK 	FBKE 	Kasane Airport 	Kasane; Botswana
BBL 	OINB 	Babolsar Airport 	Babolsar; Iran
BBM 	VDBG 	Battambang Airport 	Battambang; Cambodia
BBN 	WBGZ 	Bario Airport 	Bario; Sarawak; Malaysia
BBO 	HCMI 	Berbera Airport 	Berbera; Somalia
BBP 	EGHJ 	Bembridge Airport 	Bembridge; Isle of Wight; United Kingdom
BBQ 	TAPH 	Codrington Airport 	Codrington; Barbuda; Antigua and Barbuda
BBR 	TFFB 	Baillif Airport 	Basse-Terre; Guadeloupe
BBS 	EGLK 	Blackbushe Airport 	Yateley; Hampshire; England; United Kingdom
BBT 	FEFT 	Berbérati Airport 	Berbérati; Central African Republic
BBU 	LRBS 	Bucharest "Aurel Vlaicu" Airport (Baneasa Airport) 	Bucharest; Romania
BBV 	DIGN 	Bereby Airport 	Bereby; Côte d'Ivoire
BBW 	KBBW 	Broken Bow Municipal Airport 	Broken Bow; Nebraska; United States
BBX 	KLOM 	Wings Field (FAA: LOM) 	Blue Bell; Pennsylvania; United States
BBY 	FEFM 	Bambari Airport 	Bambari; Central African Republic
BBZ 	FLZB 	Zambezi Airport 	Zambezi; Zambia
-BC-
BCA 	MUBA 	Gustavo Rizo Airport 	Baracoa; Cuba
BCB 	KBCB 	Virginia Tech Montgomery Executive Airport 	Blacksburg; Virginia; United States
BCC 		Bear Creek 3 Airport (FAA: Z48) 	Bear Creek; Alaska; United States
BCD 	RPVB 	New Bacolod-Silay Airport
(replaced Bacolod City Domestic Airport) 	Bacolod City; Philippines
BCE 	KBCE 	Bryce Canyon Airport 	Bryce Canyon; Utah; United States
BCF 	FEGU 	Bouca Airport 	Bouca; Central African Republic
BCG 		Bemichi Airport 	Bemichi; Guyana
BCH 	WPEC 	Cakung Airport 	Baucau; East Timor
BCI 	YBAR 	Barcaldine Airport 	Barcaldine; Queensland; Australia
BCK 		Bolwarra Airport 	Bolwarra; Queensland; Australia
BCL 	MRBC 	Barra del Colorado Airport 	Barra del Colorado; Costa Rica
BCM 	LRBC 	Bacău International Airport 	Bacău; Romania
BCN 	LEBL 	Barcelona Airport 	El Prat de Llobregat (near Barcelona); Spain
BCO 	HABC 	Baco Airport (Jinka Airport) 	Jinka; Ethiopia
BCP 		Bambu Airport 	Bambu; Papua New Guinea
BCQ 		Brack Airport 	Brack; Libya
BCR 	SWNK 	Novo Campo Airport 	Boca do Acre; Amazonas; Brazil
BCS 		Southern Seaplane Airport (FAA: 65LA) 	Belle Chasse; Louisiana; United States
BCT 	KBCT 	Boca Raton Airport 	Boca Raton; Florida; United States
BCU 		Bauchi Airport 	Bauchi; Nigeria
BCV 		Belmopan Airport 	Belmopan; Belize
BCW 		Benguera Island Airport 	Benguera Island; Mozambique
BCX 	UWUB 	Beloretsk Airport 	Beloretsk; Russia
BCY 	HABU 	Bulchi Airport 	Bulchi; Ethiopia
BCZ 		Milyakburra Airport 	Milyakburra; Northern Territory; Australia
-BD-
BDA 	TXKF 	Bermuda International Airport (L.F. Wade Int'l Airport) 	Ferry Reach (near Hamilton); Bermuda
BDB 	YBUD 	Bundaberg Airport 	Bundaberg; Queensland; Australia
BDC 	SNBC 	Barra do Corda Airport 	Barra do Corda; Maranhão; Brazil
BDD 	YBAU 	Badu Island Airport 	Badu Island; Queensland; Australia
BDE 	KBDE 	Baudette International Airport 	Baudette; Minnesota; United States
BDF 		Rinkenberger RLA Airport (FAA: 3IS8) 	Bradford; Illinois; United States
BDG 	KBDG 	Blanding Municipal Airport 	Blanding; Utah; United States
BDH 	OIBL 	Bandar Lengeh Airport 	Bandar Lengeh; Iran
BDI 	FSSB 	Bird Island Airport 	Bird Island; Seychelles
BDJ 	WRBB 	Syamsudin Noor Airport 	Banjarmasin; South Kalimantan; Indonesia
BDK 	DIBU 	Soko Airport 	Bondoukou; Côte d'Ivoire
BDL 	KBDL 	Bradley International Airport 	Windsor Locks (near Hartford); Connecticut; United States
BDM 	LTBG 	Bandırma Airport 	Bandırma; Turkey
BDN 	OPTH 	Talhar Airport 	Badin; Pakistan
BDO 	WICC 	Hussein Sastranegara Airport 	Bandung; Indonesia
BDP 	VNCG 	Bhadrapur Airport (Chandragadhi Airport) 	Bhadrapur / Chandragadhi; Nepal
BDQ 	VABO 	Vadodara Airport 	Vadodara; India
BDR 	KBDR 	Igor I. Sikorsky Memorial Airport 	Bridgeport; Connecticut; United States
BDS 	LIBR 	Casale Airport 	Brindisi; Italy
BDT 	FZFD 	Gbadolite Airport 	Gbadolite; Democratic Republic of the Congo
BDU 	ENDU 	Bardufoss Airport 	Bardufoss; Norway
BDV 	FZRB 	Moba Airport 	Moba; Democratic Republic of the Congo
BDW 		Bedford Downs Airport 	Bedford Downs; Western Australia; Australia
BDY 		Bandon State Airport (FAA: S05) 	Bandon; Oregon; United States
BDZ 		Baindoung Airport 	Baindoung; Papua New Guinea
-BE-
BEA 		Bereina Airport 	Bereina; Papua New Guinea
BEB 	EGPL 	Benbecula Airport 	Benbecula; Scotland; United Kingdom
BEC 	KBEC 	Beech Factory Airport 	Wichita; Kansas; United States
BED 	KBED 	Laurence G. Hanscom Field 	Bedford; Massachusetts; United States
BEE 		Beagle Bay Airport 	Beagle Bay; Western Australia; Australia
BEF 	MNBL 	Bluefields Airport 	Bluefields; Nicaragua
BEG 	LYBE 	Belgrade Nikola Tesla Airport 	Belgrade; Serbia
BEH 	KBEH 	Southwest Michigan Regional Airport 	Benton Harbor; Michigan; United States
BEI 	HABE 	Beica Airport 	Beica; Ethiopia
BEJ 	WALK 	Berau Airport (Kalimaru Airport) 	Tanjung Redeb; Berau; East Kalimantan; Indonesia
BEK 	VIBY 	Bareli Airport 	Bareli; India
BEL 	SBBE 	Val de Cães International Airport 	Belém; Pará; Brazil
BEM 	FEFL 	Bossembélé Airport 	Bossembélé; Central African Republic
BEN 	HLLB 	Benina International Airport 	Benghazi; Libya
BEO 	YPEC 	Newcastle - Belmont Airport 	Newcastle; New South Wales; Australia
BEP 	VOBI 	Bellary Airport 	Bellary; India
BEQ 	EGXH 	RAF Honington 	Bury St. Edmunds; England; United Kingdom
BER 		All airports in Berlin (designated for new Berlin-Brandenburg International Airport) 	Berlin; Germany
BES 	LFRB 	Brest Bretagne Airport 	Brest; France
BET 	PABE 	Bethel Airport 	Bethel; Alaska; United States
BEU 	YBIE 	Bedourie Airport 	Bedourie; Queensland; Australia
BEV 	LLBS 	Be'er Sheva Airport 	Beersheba; Israel
BEW 	FQBR 	Beira Airport 	Beira; Mozambique
BEX 	EGUB 	RAF Benson 	Benson; Oxfordshire; England; United Kingdom
BEY 	OLBA 	Beirut Air Base/Beirut Rafic Hariri International Airport 	Beirut; Lebanon
BEZ 	NGBR 	Beru Airport 	Beru; Kiribati
-BF-
BFC 		Bloomfield Airport 	Bloomfield; Queensland; Australia
BFD 	KBFD 	Bradford Regional Airport 	Bradford; Pennsylvania; United States
BFE 	EDLI 	Bielefeld Airport 	Bielefeld; North Rhine-Westphalia; Germany
BFF 	KBFF 	Western Nebraska Regional Airport (William B. Heilig Field) 	Scottsbluff; Nebraska; United States
BFG 		Bullfrog Basin Airport (FAA: U07) 	Glen Canyon; Utah; United States
BFH 	SBBI 	Bacacheri Airport 	Curitiba; Paraná; Brazil
BFI 	KBFI 	Boeing Field/King County International Airport 	Seattle; Washington; United States
BFJ 	NFFA 	Ba Airport 	Ba; Fiji
BFL 	KBFL 	Meadows Field 	Bakersfield; California; United States
BFM 	KBFM 	Mobile Downtown Airport 	Mobile; Alabama; United States
BFN 	FABL 	Bloemfontein Airport 	Bloemfontein; Free State; South Africa
BFO 	FVCZ 	Buffalo Range Airport 	Chiredzi; Zimbabwe
BFP 	KBVI 	Beaver County Airport (FAA: BVI) 	Beaver Falls; Pennsylvania; United States
BFQ 		Bahia de Piña Airport 	Bahia de Piña; Panamá
BFR 	KBFR 	Virgil I. Grissom Municipal Airport 	Bedford; Indiana; United States
BFS 	EGAA 	Belfast International Airport 	Belfast; Northern Ireland; United Kingdom
BFT 	KARW 	Beaufort County Airport (FAA: ARW) 	Beaufort County; South Carolina; United States
BFU 	ZSBB 	Bengbu Airport 	Bengbu; Anhui; China
BFV 	VTUO 	Buriram Airport 	Buriram (Buri Ram); Thailand
BFX 	FKKU 	Bafoussam Airport 	Bafoussam; Cameroon
-BG-
BGA 	SKBG 	Palonegro Airport 	Bucaramanga; Colombia
BGB 	FOGB 	Booue Airport 	Booue; Gabon
BGC 	LPBG 	Bragança Airport 	Bragança; Portugal
BGD 	KBGD 	Hutchinson County Airport 	Borger; Texas; United States
BGE 	KBGE 	Decatur County Industrial Air Park 	Bainbridge; Georgia; United States
BGF 	FEFF 	Bangui M'Poko International Airport 	Bangui; Central African Republic
BGG 		Bongouanou Airport 	Bongouanou; Côte d'Ivoire
BGH 	GQNE 	Abbaye Airport 	Boghe (Bogué); Mauritania
BGI 	TBPB 	Grantley Adams International Airport 	Bridgetown; Barbados
BGJ 	BIBF 	Borgarfjörður Airport 	Borgarfjörður; Iceland
BGK 		Big Creek Airport 	Big Creek; Belize
BGL 	VNBL 	Baglung Airport 	Baglung; Nepal
BGM 	KBGM 	Greater Binghamton Airport (Edwin A. Link Field) 	Binghamton; New York; United States
BGN 	ETUR 	RAF Bruggen 	Brüggen; North Rhine-Westphalia; Germany
BGO 	ENBR 	Bergen Flesland Airport 	Bergen; Norway
BGP 		Bongo Airport 	Bongo; Gabon
BGQ 	PAGQ 	Big Lake Airport 	Big Lake; Alaska; United States
BGR 	KBGR 	Bangor International Airport 	Bangor; Maine; United States
BGS 		Webb Air Force Base (closed 1977) 	Big Spring; Texas; United States
BGT 		Bagdad Airport (FAA: E51) 	Bagdad; Arizona; United States
BGU 	FEFG 	Bangassou Airport 	Bangassou; Central African Republic
BGV 		Bento Gonçalves Airport 	Bento Gonçalves; Rio Grande do Sul; Brazil
BGW 		Baghdad International Airport 	Baghdad; Iraq
BGX 	SBBG 	Comandante Gustavo Kraemer Airport 	Bagé; Rio Grande do Sul; Brazil
BGY 	LIME 	Orio al Serio International Airport 	Bergamo (near Milan); Italy
BGZ 	LPBR 	Braga Airport 	Braga; Portugal
-BH-
BHA 	SESV 	Los Perales 	Bahía de Caráquez; Ecuador
BHB 	KBHB 	Hancock County-Bar Harbor Airport 	Bar Harbor; Maine; United States
BHC 		Bhurban Heliport 	Bhurban; Pakistan
BHD 	EGAC 	George Best Belfast City Airport 	Belfast; Northern Ireland; United Kingdom
BHE 	NZWB 	Woodbourne Airport 	Blenheim; New Zealand
BHF 	SKCP 	Bahía Cupica Airport 	Bahía Cupica; Colombia
BHG 		Brus Laguna Airport 	Brus Laguna; Honduras
BHH 	OEBH 	Bisha Airport 	Bisha; Saudi Arabia
BHI 	SAZB 	Comandante Espora Airport 	Bahía Blanca; Buenos Aires Province; Argentina
BHJ 	VABJ 	Bhuj Airport / Bhuj Rudra Mata Air Force Base 	Bhuj; Kutch; Gujarat; India
BHK 	UTSB 	Bukhara Airport 	Bukhara; Uzbekistan
BHL 		Bahía de los Ángeles Airport 	Bahía de los Ángeles; Baja California; México
BHM 	KBHM 	Birmingham-Shuttlesworth International Airport 	Birmingham; Alabama; United States
BHN 	OYBN 	Beihan Airport 	Beihan; Yemen
BHO 	VABP 	Bhopal Airport 	Bhopal; India
BHP 	VNBJ 	Bhojpur Airport 	Bhojpur; Nepal
BHQ 	YBHI 	Broken Hill Airport 	Broken Hill; New South Wales; Australia
BHR 	VNBP 	Bharatpur Airport 	Bharatpur; Nepal
BHS 	YBTH 	Bathurst Airport 	Bathurst; New South Wales; Australia
BHT 		Brighton Downs Airport 	Brighton Downs; Queensland; Australia
BHU 	VABV 	Bhavnagar Airport 	Bhavnagar; India
BHV 	OPBW 	Bahawalpur Airport 	Bahawalpur; Pakistan
BHW 		Bhagatanwala Airport 	Sargodha; Pakistan
BHX 	EGBB 	Birmingham Airport 	Birmingham; England; United Kingdom
BHY 	ZGBH 	Beihai Airport 	Beihai; Guangxi; China
BHZ 		All airports 	Belo Horizonte; Minas Gerais; Brazil
-BI-
BIA 	LFKB 	Bastia - Poretta Airport 	Bastia; Corsica; France
BIB 	HCMB 	Baidoa Airport 	Baidoa; Somalia
BID 	KBID 	Block Island State Airport 	Block Island; Rhode Island; United States
BIE 	KBIE 	Beatrice Municipal Airport 	Beatrice; Nebraska; United States
BIF 	KBIF 	Biggs Army Airfield 	Fort Bliss; El Paso; Texas; United States
BIG 	PABI 	Allen Army Airfield (formerly Big Delta Army Airfield) 	Fort Greely; Delta Junction; Alaska; United States
BIH 	KBIH 	Eastern Sierra Regional Airport 	Bishop; California; United States
BII 		Bikini Atoll Airport 	Bikini Atoll; Marshall Islands
BIJ 		Biliau Airport 	Biliau; Papua New Guinea
BIK 	WABB 	Frans Kaisiepo Airport 	Biak; Indonesia
BIL 	KBIL 	Billings Logan International Airport 	Billings; Montana; United States
BIM 	MYBS 	South Bimini Airport 	Bimini; Bahamas
BIN 	OABN 	Bamyan Airport 	Bamyan; Afghanistan
BIO 	LEBB 	Bilbao Airport 	Bilbao; Spain
BIP 		Bulimba Airport 	Bulimba; Queensland; Australia
BIQ 	LFBZ 	Biarritz - Anglet - Bayonne Airport 	Biarritz; France
BIR 	VNVT 	Biratnagar Airport 	Biratnagar; Nepal
BIS 	KBIS 	Bismarck Municipal Airport 	Bismarck; North Dakota; United States
BIT 	VNBT 	Baitadi Airport 	Baitadi; Nepal
BIU 	BIBD 	Bíldudalur Airport 	Bíldudalur; Iceland
BIV 	FEFR 	Bria Airport 	Bria; Central African Republic
BIW 		Billiluna Airport 	Billiluna; Western Australia; Australia
BIX 	KBIX 	Keesler Air Force Base 	Biloxi; Mississippi; United States
